Está satisfeito com a ferramenta DreamShaper?;Sentiu que os vídeos da DreamShaper foram úteis para si?;Os exemplos foram úteis para si?;Acha que a ferramenta tem perguntas a mais ou, pelo contrário, gostaria de ter mais perguntas intermédias que ajudam a ir ‘entrando’ nos novos conceitos?;Quais são os seus 3 aspectos preferidos da ferramenta ? Aspecto Visual;Quais são os seus 3 aspectos preferidos da ferramenta ? Navegação na Ferramenta;Quais são os seus 3 aspectos preferidos da ferramenta ? Perguntas;Quais são os seus 3 aspectos preferidos da ferramenta ? Exemplos;Quais são os seus 3 aspectos preferidos da ferramenta ? Vídeos;Quais são os seus 3 aspectos preferidos da ferramenta ? Modelo de Negócios;Quais são os seus 3 aspectos preferidos da ferramenta ? Indicações de Interface;Quais são os seus 3 aspectos preferidos da ferramenta ? Mural de equipa;Quais são os seus 3 aspectos preferidos da ferramenta ?  Gestão de equipa;Quais são os seus 3 aspectos preferidos da ferramenta ? Gestão de projectos;Quais são os seus 3 aspectos preferidos da ferramenta ? Acesso a recursos externos;Quais são os seus 3 aspectos preferidos da ferramenta ? Outros;E quais são os 3 aspectos que menos gosta? Aspecto visual;E quais são os 3 aspectos que menos gosta? Navegação na ferramenta;E quais são os 3 aspectos que menos gosta? Perguntas;E quais são os 3 aspectos que menos gosta? Exemplos;E quais são os 3 aspectos que menos gosta? Vídeos;E quais são os 3 aspectos que menos gosta? Modelo de negócios;E quais são os 3 aspectos que menos gosta? Indicações de interface;E quais são os 3 aspectos que menos gosta? Mural de equipa;E quais são os 3 aspectos que menos gosta? Gestão de equipa;E quais são os 3 aspectos que menos gosta? Gestão de projectos;E quais são os 3 aspectos que menos gosta? Acesso a recursos externos;E quais são os 3 aspectos que menos gosta? Outros;Quanto aprendeu com a DreamShaper?
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;;Mural de equipa;;;;;;;Perguntas;;;;;;;Gestão de projectos;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;;Perguntas;Exemplos;;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;;;Gestão de equipa;;;;;;;Exemplos;;;;Mural de equipa;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;Exemplos;;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;Vídeos;;Indicações de interface;Mural de equipa;;;;;Alguma coisa
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;;;Indicações de interface;Mural de equipa;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;Exemplos;;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;;;;;;Modelo de negócios;;;Gestão de equipa;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;;;;;Gestão de projectos;;;;;;;Vídeos;;;;Gestão de equipa;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Não foram úteis;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;Exemplos;;;Indicações de interface;Mural de equipa;;;;;Alguma coisa
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;Navegação na ferramenta;Perguntas;;;;Indicações de interface;;;;;;Alguma coisa
Satisfeito;Não foram úteis;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;;;;Indicações de interface;;;;;;;;;;;;;;Gestão de equipa;;Acesso a recursos externos;Esta pergunta. Sou obrigada a referir aspectos negativos, no caso, apenas porque não me deixam avançar enquanto não o fizer.;Alguma coisa
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;Vídeos;;;;;;;;;;;Exemplos;;;;Mural de equipa;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Não foram úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;;Modelo de negócios;Indicações de interface;;;;;;;Navegação na ferramenta;;;Vídeos;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Não foram úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;;Indicações de interface;;;;;;;;;;Vídeos;;;;;;Acesso a recursos externos;falta por vezes informaçao de prenchimento;Alguma coisa
Satisfeito;Não foram úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;Perguntas;;Vídeos;;;Mural de equipa;;;;;Alguma coisa
Satisfeito;Não foram úteis;Não, nada úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Perguntas;;;;;Mural de equipa;;Gestão de projectos;;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;;;;;Gestão de projectos;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Não foram úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;;Modelo de negócios;;Mural de equipa;;;;;;;;Exemplos;;;;;;Gestão de projectos;Acesso a recursos externos;;Alguma coisa
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Muito úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;;;;Indicações de interface;;;;;;;;;;Vídeos;;;;Gestão de equipa;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;;;;;Gestão de projectos;;;;;;;Vídeos;;;Mural de equipa;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Não foram úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;;Vídeos;;;;;;Acesso a recursos externos;Espaço demasiado limitado para resposta às perguntas colocadas;Alguma coisa
Satisfeito;Não foram úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;;Indicações de interface;;;;;;;Navegação na ferramenta;;;Vídeos;;;;Gestão de equipa;;;;Alguma coisa
Satisfeito;Não foram úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;;;Mural de equipa;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Foram muito úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;Indicações de interface;;;;;;;;;Exemplos;;;;;Gestão de equipa;Gestão de projectos;;;Alguma coisa
Satisfeito;Foram muito úteis;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;;;;;Modelo de negócios;;Mural de equipa;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Foram muito úteis;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;;;;;;Indicações de interface;;Gestão de equipa;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Muito úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;Navegação na ferramenta;Perguntas;;;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Não foram úteis;Muito úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;Modelo de negócios;;;Gestão de equipa;;;;Alguma coisa
Satisfeito;Úteis, mas pouco;Muito úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;Exemplos;Vídeos;;;;;;;;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;Alguma coisa
Satisfeito;Foram muito úteis;Muito úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;;;Exemplos;;;;;;Gestão de projectos;;;;;Perguntas;;;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;Exemplos;;;;Mural de equipa;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Não foram úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;Indicações de interface;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Não foram úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;Indicações de interface;;;;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Não foram úteis;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;;;;;;;;Gestão de equipa;Gestão de projectos;;;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;;;;;Gestão de projectos;;;;;Perguntas;;;;;;;;Acesso a recursos externos;nada a considerar;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;Exemplos;;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;Exemplos;Vídeos;;;;;;;"Limitação de espaço nas respostas e pouca flexibilidade para salientar características ""out of the box"" dos projectos.";Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;;;;;;Indicações de interface;;;Gestão de projectos;;;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;;Alguma coisa
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;Vídeos;;;;;;;;;;;Exemplos;;;;Mural de equipa;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Não foram úteis;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;;;Exemplos;Vídeos;;;Mural de equipa;;;;;Alguma coisa
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;Vídeos;;;;;;;;;;;;;;;;Gestão de equipa;Gestão de projectos;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;;;Indicações de interface;;;Gestão de projectos;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;Navegação na ferramenta;;Exemplos;;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Perguntas;;;;;;Gestão de equipa;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;Exemplos;;Modelo de negócios;;;;;;;;Navegação na ferramenta;Perguntas;;;;Indicações de interface;;;;;;Alguma coisa
Satisfeito;Úteis, mas pouco;Não, nada úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;Indicações de interface;;;;;;;;;;Vídeos;;;;;Gestão de projectos;;NA;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;;;Mural de equipa;Gestão de equipa;;;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;;;;Vídeos;Modelo de negócios;;;;;;;;Navegação na ferramenta;;;;;;Mural de equipa;;Gestão de projectos;;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;Perguntas;;Vídeos;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Não foram úteis;Não, nada úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;;;;Gestão de equipa;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Não, nada úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;;;Vídeos;;;Mural de equipa;Gestão de equipa;;;;Alguma coisa
Satisfeito;Não foram úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;;;;;Gestão de projectos;;;;Navegação na ferramenta;;;Vídeos;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Não, nada úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;;;Exemplos;;Modelo de negócios;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Foram muito úteis;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;;Perguntas;;;;Indicações de interface;;Gestão de equipa;;;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;;;;;Mural de equipa;;;;;;Navegação na ferramenta;;;;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;Exemplos;Vídeos;;;;;;;;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;;Alguma coisa
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;;;;;Vídeos;Modelo de negócios;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Foram muito úteis;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Perguntas;;;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Não, nada úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;Exemplos;Vídeos;;;;Gestão de equipa;;;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;;;;;;simplicidade;;;;Exemplos;Vídeos;Modelo de negócios;;;;;;;Alguma coisa
Satisfeito;Não foram úteis;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;;;Indicações de interface;;;Gestão de projectos;Acesso a recursos externos;;Alguma coisa
Satisfeito;Foram muito úteis;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;;;;;Modelo de negócios;Indicações de interface;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Não foram úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;;Mural de equipa;;;;;;;;Exemplos;Vídeos;;;;;Gestão de projectos;;;Alguma coisa
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;;;;;;Modelo de negócios;;;;Gestão de projectos;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;;;Mural de equipa;;;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;;;Mural de equipa;;;;;;Navegação na ferramenta;;;Vídeos;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;;Navegação na ferramenta;;;;;Indicações de interface;;;;;Falta de caracteres para explicar melhor a ideia;Alguma coisa
Satisfeito;Não foram úteis;Não, nada úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;Vídeos;;;Mural de equipa;Gestão de equipa;;;;Alguma coisa
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;;;;;Gestão de equipa;Gestão de projectos;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Muito úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;Exemplos;;;Indicações de interface;;;;;;;;;;;Modelo de negócios;Indicações de interface;Mural de equipa;;;;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;Perguntas;Exemplos;;;;;;;;;;;;;Vídeos;;Indicações de interface;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Não foram úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;Vídeos;;;;Gestão de equipa;Gestão de projectos;;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gostaria de ter mais perguntas intermédias para ir aprendendo e melhorando;Aspecto visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;;;Perguntas;;Vídeos;;;;Gestão de equipa;;;;Alguma coisa
Satisfeito;Não foram úteis;Não, nada úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;Navegação na ferramenta;Perguntas;;;;;;;;;;;;;;;;;Mural de equipa;;Gestão de projectos;Acesso a recursos externos;;Alguma coisa
Satisfeito;Foram muito úteis;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Vídeos;;;;;;Acesso a recursos externos;É necessário repor a palavra passe cada vez que acedo à ferramenta;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;;Navegação na ferramenta;;;Vídeos;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;"Tem perguntas a mais; gostaria de ir mais directo ao assunto";Aspecto visual;;Perguntas;;;Modelo de negócios;;;;;;;;Navegação na ferramenta;;;Vídeos;;;;;;Acesso a recursos externos;;Alguma coisa
Satisfeito;Úteis, mas pouco;Algo úteis;Gosto do actual equilíbrio de perguntas;Aspecto visual;;;;;Modelo de negócios;;;;Gestão de projectos;;;;;;Exemplos;Vídeos;;;;;;Acesso a recursos externos;;Alguma coisa
